111120H;SUSTITUIR AGREGAR UNO O TODOS LOS PISTONES Y BULONES (3-4 CILINDROS).
8511H1;SUSTITUIR EL RIEL DEL ASIENTO DEL PASAJERO (O RIEL).
8545A2B;SUSTITUIR EL CINTURÓN DE SEGURIDAD (LADO DEL PASAJERO) – AGREGAR
8181C8A;SUSTITUIR EL LADO DEL PASAJERO – AGREGAR
8531C4A;Sustituir agregar lado exterior
8371B8A;SUSTITUIR OTRA JUNTA INTERNA DE LA PUERTA DELANTERA.
8351B8A;SUSTITUIR OTRA JUNTA INTERNA DE LA PUERTA DELANTERA.
110170C;AGREGAR SUSTITUIR O SELLAR NUEVAMENTE LA BOMBA DE ACEITE
6111A9A;SUSTITUIR EL LADO OPUESTO, INTERRUPTOR DEL ASIENTO CALENTADO TRASERO - AGREGAR.
6101E9A;SUSTITUIR EL LADO OPUESTO, INTERRUPTOR DEL ASIENTO CALENTADO DELANTERO - AGREGAR.
8531AUA;SUSTITUIR LA GUÍA DEL CABLE DEL ALMOHADÓN DEL ASIENTO TRASERO DEL LADO OPUESTO – AGREGAR.
818108A;SUSTITUIR EL LADO OPUESTO – AGREGAR
8411U5A;SUSTITUIR EL LADO OPUESTO – AGREGAR
748106A;SUSTITUIR EL LADO OPUESTO – AGREGAR
744127A;SUSTITUIR EL LADO OPUESTO – AGREGAR
8250A5A;SUSTITUIR EL LADO OPUESTO – AGREGAR
818106B;SUSTITUIR EL LADO OPUESTO – AGREGAR
411110B;Agregar sustituir un cilindro de la rueda. Incluir: Sangría de los frenos.
7141C0;REEMPLAZAR UNA LUZ TRASERA Y INSTALAR  TUBO DE DRENAJE.
410820B;AGREGAR SUSTITUIR UN ROTOR.
8141M9;REMPLAZER UN MOLDEO DEL TECHO
8531AP;REMPLAZAR UN BOTÓN HEAD RESTRAINT TILT
4211A9E;SUSTITUIR UN SENSOR DEL TPMS ADICIONAL CUANDO ESTÉ EQUIPADO CON
122116;SUSTITUIR EL SENSOR MAP E INSTALAR EL CABLEADO ADAPTADOR (INCLUIR
826100A;AGREGAR SUSTITUIR EL REGULADOR DEL VIDRIO MANUAL.
210101B;AGREGAR SUSTITUIR RETÉN DE ACEITE(TRANSM. MANUAL).
210105B;AGREGAR SUSTITUIR RETÉN DE ACEITE DEL ÁRBOL PRIMARIO (TRANSM. MANUAL).
111105D;AGREGAR SUSTITUIR RETÉN DE ACEITE DEL ÁRBOL PRIMARIO (TRANSM. MANUAL).
111610E;Agregar sustituir el retén de aceite del árbol primario (Transm. Manual).
111100D;AGREGAR SUSTITUIR RETÉN DE ACEITE DEL ÁRBOL PRIMARIO (TRANSM. MANUAL).
111105E;AGREGAR SUSTITUIR RETÉN DE ACEITE DEL ÁRBOL PRIMARIO (TRANSM. AUTOM.)
111100E;AGREGAR SUSTITUIR EL RETÉN DE ACEITE DEL ÁRBOL PRIMARIO (TRANSM. AUTOM.)
111610F;Agregar sustituir el retén de aceite del árbol primario (Transm. Manual).
826114;Sustituir el regulador del vidrio izquierdo y sustituir el canal de carrera del vidrio.
827100D;SUSTITUIR EL VIDRIO DELANTERO IZQUIERDO – AGREGAR.
7401B2A;SUSTITUIR EL LADO IZQUIERDO - AGREGAR
8601D5A;SUSTITUIR EL APOYACABEZAS IZQUIERDO - AGREGAR
8621D6A;SUSTITUIR EL CABLE IZQUIERDO – AGREGAR.
8621D2A;SUSTITUIR EL APOYACABEZAS IZQUIERDO Y CENTRAL - AGREGAR
8621D3A;SUSTITUIR EL CABLE IZQUIERDO Y CENTRAL - AGREGAR
8531C4B;Agregar sustituir el lado interno
8531C3B;Agregar sustituir el lado interno
111115B;AGREGAR SUSTITUIR LA BASE DEL INYECTOR Y/O LA JUNTA
3111S9;SUSTITUIR EL CALENTADOR DELANTERO DEL CONVERTIDOR CATALÍTICO DE 3 VÍAS
3111S8;SUSTITUIR EL CALENTADOR DELANTERO DEL CONVERTIDOR CATALÍTICO DE 3 VÍAS
8101A2F;SUSTITUIR EL CORREDOR DELANTERO – AGREGAR.
7481B7A;SUSTITUIR EL LADO DEL PASAJERO DELANTERO – AGREGAR.
4141C7;SUSTITUIR EL MUELLE DEL TOPE DELANTERO E INSTALAR LA GOMA DEL ASIENTO
410243A;AGREGAR SUSTITUIR LAS PASTILLAS DEL FRENO DELANTERO.
410136A;AGREGAR SUSTITUIR LAS PASTILLAS DEL FRENO DELANTERO.
410133A;AGREGAR SUSTITUIR LAS PASTILLAS DEL FRENO DELANTERO.
410246A;AGREGAR SUSTITUIR LAS PASTILLAS DEL FRENO DELANTERO.
8101C8A;AGREGAR SUSTITUIR EL FARO DE NEBLINA. EXCLUIR: COSTO DE PINTURA
8101E5A;SUSTITUIR EL FARO DE NEBLINA - AGREGAR.
8101E4A;SUSTITUIR EL FARO DE NEBLINA - AGREGAR.
8101E7A;Agregar sustituir el faro de neblina.
213205F;AGREGAR SUSTITUIR EL VOLANTE DEL MOTOR.
2131K5C;SUSTITUIR EL VOLANTE DEL MOTOR – AGREGAR
213710C;Agregar sustituir el volante del motor.
213101C;AGREGAR SUSTITUIR EL VOLANTE DEL MOTOR.
614110J;Agregar sustituir la válvula de expansión y el sub-conjunto filtro
111610M;AGREGAR SUSTITUIR EL MÚLTIPLE DE ESCAPE
1201G1;SUSTITUIR LA VÁLVULA DE PURGA DEL CANISTER EVAP, CANISTER EVAP, PURGA
2191P4;SUSTITUIR JUNTA HOMOCINÉTICA DERECHA O IZQUIERDA, PARA EXPORTACIÓN
8181C8;SUSTITUIR LA MANIJA INTERNA DE LA PUERTA Y EL PESTILLO DE LA PUERTA (LADO DEL CONDUCTOR).
7525A7A;SUSTITUIR EL AIRBAG (LADO DEL CONDUCTOR) – AGREGAR.
8545A2A;SUSTITUIR EL CINTURÓN DE SEGURIDAD (LADO DEL CONDUCTOR) - AGREGAR
8511H0;SUSTITUIR EL RIEL DEL ASIENTO DEL CONDUCTOR (O RIEL).
8411U5;SUSTITUIR EL ACABADO DEL DIFUSOR DEL DESEMPAÑADOR (LADO DEL CONDUCTOR O DEL PASAJERO) SÍNTOMA
6141A7;SUSTITUIR LA CORREA DE MANDO Y LA POLEA DEL CIGÜEÑAL
826110C;Agregar sustituir el riel de carrera de la puerta
827110C;Agregar sustituir el riel de carrera de la puerta
827300D;Agregar sustituir el riel de carrera de la puerta
826300D;Agregar sustituir el riel de carrera de la puerta
614110C;AGREGAR SUSTITUIR LA MANGUERA DE DESCARGA
614100C;AGREGAR SUSTITUIR LA MANGUERA DE DESCARGA
219131B;AGREGAR SUSTITUIR EL RETÉN DEL DIFERENCIAL.
219132B;AGREGAR SUSTITUIR EL RETÉN DEL DIFERENCIAL.
219130B;AGREGAR SUSTITUIR EL RETÉN DEL DIFERENCIAL.
111610J;Agregar sustituir la culata (solamente culata desarmada) - No agregar si
111100M;AGREGAR SUSTITUIR LA CULATA (CONJUNTO COMPLETO) 
111120U;AGREGAR SUSTITUIR LA CULATA (CONJUNTO COMPLETO) 
111105L;AGREGAR SUSTITUIR LA CULATA (CONJUNTO COMPLETO) 
111610N;AGREGAR SUSTITUIR LA CULATA (CONJUNTO COMPLETO) 
111120V;SUSTITUIR LA CULATA (CONJUNTO COMPLETO) (AMBAS).
111100I;SUSTITUIR LA CULATA (SOLAMENTE CULATA DESARMADA) - NO AGREGAR SI UD.
111105I;SUSTITUIR LA CULATA (SOLAMENTE CULATA DESARMADA) - NO AGREGAR SI UD.
111120Q;SUSTITUIR LA CULATA (SOLAMENTE CULATA DESARMADA) - NO AGREGAR SI UD.
7541A1A;SUSTITUIR LA CUBIERTA – AGREGAR
2131K5B;SUSTITUIR EL DISCO DE EMBRAGUE Y/O PLACA DE PRESIÓN - AGREGAR
213710B;Agregar sustituir el disco del embrague y la placa de presión.
213101B;AGREGAR SUSTITUIR EL DISCO DEL EMBRAGUE Y/O LA PLACA DE PRESIÓN 
213101L;AGREGAR SUSTITUIR EL DISCO DEL EMBRAGUE Y/O LA PLACA DE PRESIÓN 
213205D;AGREGAR SUSTITUIR EL DISCO DEL EMBRAGUE Y/O LA PLACA DE PRESIÓN 
110100C;AGREGAR SUSTITUIR EL EMBRAGUE Y/O EL RODAMIENTO DE LIBRAMIENTO.
111100C;AGREGAR SUSTITUIR EL EMBRAGUE Y/O EL RODAMIENTO DE LIBRAMIENTO.
111610D;AGREGAR SUSTITUIR EL EMBRAGUE Y/O EL RODAMIENTO DE LIBRAMIENTO.
848149B;SUSTITUIR EL CINTURÓN DE SEGURIDAD CENTRAL.
8601D4A;SUSTITUIR EL APOYACABEZAS CENTRAL – AGREGAR.
8621D5A;SUSTITUIR EL CABLE CENTRAL – AGREGAR.
3100A6A;SUSTITUIR EL CONJUNTO DEL CANISTER SOLAMENTE SI EL CONTROL DE VAPOR DE TANQUE DE COMBUSTIBLE
110170A;AGREGAR SUSTITUIR EL RETÉN DEL ÁRBOL DE LEVAS.
111140C;AGREGAR SUSTITUIR EL RETÉN DEL ÁRBOL DE LEVAS.
110170B;AGREGAR SUSTITUIR EL RETÉN DEL ÁRBOL DE LEVAS (AMBOS ÁRBOLES DE LEVAS).
111105M;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES VTEC.
111100N;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES VTEC.
110130G;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES VTEC.
111120X;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES VTEC.
111610O;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES VTEC.
111120S;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES.
111100K;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES.
111105K;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES.
110130C;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES.
111610L;AGREGAR SUSTITUIR EL ÁRBOL DE LEVAS Y LOS BALANCINES.
4181C0A;Agregar sustituir el buje B.
4181C1A;Agregar sustituir el buje B.
4181B9A;Agregar sustituir el buje B.
1101AA;SUSTITUIR EL PUENTE O COMP. MOVIMIENTO INCLUYE: HOLGURA DE LAS VÁLVULAS
8311B2;SUSTITUIR AMBAS PARTES DE TERMINACIÓN LATERAL DEL PARABRISAS Y TODOS LOS FIJADORES.
411110A;Agregar sustituir ambos cilindros de las ruedas. Sangrar los frenos.  
4101D0;SUSTITUIR AMBOS PERNOS SUPERIORES DE LAS PINZAS DE FRENO Y APLICAR  
7141C1;REEMPLAZAR DOS LUCES TRASERA Y INSTALAR LOS TUBOS DE DRENAJE.
8311B1;SUSTITUIR AMBAS TERMINACIONES LATERALES.
8141N0;REMPLAZER LOS DOS MOLDEOS DEL TECHO
8181C7;SUSTITUIR AMBAS MANIJAS INTERNAS DE LA PUERTA - AMBAS (DELANTERA DERECHA E IZQUIERDA).
8531AV;SUSTITUIR LAS GUÍAS DEL CABLE DEL ALMOHADÓN DE AMBOS ASIENTOS TRASEROS Y EL PIVOTE DEL ASIENTO
8531AQ;REMPLAZAR TODOS LOS BOTÓNES HEAD RESTRAINT TILT
4151B9;SUSTITUIR AMBAS PUNTAS DE EJE DELANTERAS /  ENCAJE POR PRESIÓN CONTRAMEDIDA INFERIOR
8351B9;REMPLAZAR LOS DOS BURLETE INTERNO DE LA PUERTA DELANTERA
4141D8;SUSTITUIR AMBOS CONJUNTOS DEL AMORTIGUADOR DELANTERO (SOLAMENTE EXPORTACIÓN). SÍNTOMA
817104A;SUSTITUIR AMBAS TRABAS DE LAS PUERTAS.
111120R;AGREGAR SUSTITUIR AMBAS CULATAS (DESARMADAS).
111610K;Agregar Sustituir Ambas Culatas (desarmadas).
111100J;AGREGAR SUSTITUIR AMBAS CULATAS (DESARMADAS).
111105J;AGREGAR SUSTITUIR AMBAS CULATAS (DESARMADAS).
219157A;AGREGAR SUSTITUIR ABRAZADERAS EN LA TERCERA UNIÓN.
219155A;AGREGAR SUSTITUIR ABRAZADERAS EN LA SEGUNDA UNIÓN. 
219156A;AGREGAR SUSTITUIR ABRAZADERAS EN LA SEGUNDA UNIÓN.
219157B;AGREGAR SUSTITUIR ABRAZADERAS EN LA CUARTA UNIÓN .
3111J0;SUSTITUIR EL TUBO B (INSTALADO EN EL CONCESIONARIO) NOTA: PREVIAMENTE INSTALADO 
111100V;SUSTITUIR TODOS LOS RETENES DEL VÁSTAGO DE VÁLVULA EN UNA CULATA - AGREGAR
111100W;SUSTITUIR TODOS LOS RETENES DEL VÁSTAGO DE VÁLVULA EN AMBAS CULATAS - AGREGAR
111120C;SUSTITUIR TODOS LOS COJINETES DE BIELA AGREGAR.
111120E;SUSTITUIR TODOS LOS COJINETES PRINCIPALES (6 CILINDROS) AGREGAR
111120D;SUSTITUIR TODOS LOS COJINETES PRINCIPALES (3-4 CILINDROS) AGREGAR
6161J1;SUSTITUIR TODOS LOS COMPONENTES CONTAMINADOS EN EL SISTEMA DE AIRE ACONDICIONADO.
8531W6A;SUSTITUIR EL FONDO ADICIONAL.
8530W6A;SUSTITUIR ADICIONAL AGREGAR.
3111H9;SUSTITUIR EL TUBO A (INTALADO EN EL CONCESIONARIO) NOTA: PREVIAMENTE
3111H8;SUSTITUIR EL TUBO A Y B (INTALADO EN EL CONCESIONARIO) NOTA: PREVIAMENTE
8310A5D;SUSTITUIR 7 Ó 8 PRESILLAS DE RETENCIÓN – AGREGAR.
8310A6D;SUSTITUIR 7 Ó 8 PRESILLAS DE RETENCIÓN – AGREGAR.
8310A5C;SUSTITUIR 5 Ó 6 PRESILLAS DE RETENCIÓN – AGREGAR.
8310A6C;SUSTITUIR 5 Ó 6 PRESILLAS DE RETENCIÓN – AGREGAR.
1111J9C;SUSTITUIR EL 4ºR ANILLO ADICIONAL DEL PISTÓN - AGREGAR
1111A5J;SUSTITUIR 4 PISTONES Y/O BIELAS Y/O COJINETES.
1111J9J;SUSTITUIR 4 PISTONES Y/O BIELAS Y/O COJINETES
1111J9B;SUSTITUIR EL 3ER ANILLO ADICIONAL DEL PISTÓN - AGREGAR
1111A5H;SUSTITUIR 3 PISTONES Y/O BIELAS Y/O COJINETES.
1111J9H;SUSTITUIR 3 PISTONES Y/O BIELAS Y/O COJINETES
8310A5B;SUSTITUIR 3 Ó 4 PRESILLAS DE RETENCIÓN – AGREGAR.
8310A6B;SUSTITUIR 3 Ó 4 PRESILLAS DE RETENCIÓN – AGREGAR.
1111J9A;SUSTITUIR EL 2º ANILLO ADICIONAL DEL PISTÓN - AGREGAR
1111S1;SUSTITUIR EL TORNILLO DE SELLADO DE 14 MM PARA LADO DE LA POLEA (FIT/JAZZ)
1111S0;SUSTITUIR EL TORNILLO DE SELLADO DE 14 MM PARA LADO DE LA TRANSMISIÓN (FIT/JAZZ TA)
1111A5G;SUSTITUIR 2 PISTONES Y/O BIELAS Y/O COJINETES.
1111J9G;SUSTITUIR 2 PISTONES Y/O BIELAS Y/O COJINETES
1111J9F;SUSTITUIR 1 PISTÓN Y/O BIELA Y/O COJINETE - AGREGAR
1111A5F;SUSTITUIR 1 PISTÓN Y/O BIELA, Y/O COJINETE AGREGAR.
8310A6A;SUSTITUIR 1 Ó 2 PRESILLAS DE RETENCIÓN – AGREGAR.
8310A5A;SUSTITUIR 1 Ó 2 PRESILLAS DE RETENCIÓN – AGREGAR.
1101K2A;SUSTITUIR 1 ÁRBOL DE LEVAS - AGREGAR
1101J2A;SUSTITUIR 1 ÁRBOL DE LEVAS - AGREGAR
1101K5A;SUSTITUIR 1 ÁRBOL DE LEVAS - AGREGAR
109004;REPARAR DOS AGUJEROS SUPERIORES DE LOS TORNILLOS DE MONTAJE DE LA TRANSMISIÓN
109006;REPARAR DOS PASAJES DE AIRE EN LOS AGUJEROS DE LOS TORNILLOS DE MONTAJE DE LA TRANSMISIÓN
8150B1B;REPARAR DOS PUERTAS ADICIONALES.
8150B1C;REPARAR TRES PUERTAS ADICIONALES.
8310A1;REPARAR CLIP DE PARABRISAS
8310A1B;REPARO DEL CLIP DE PARABRISAS - AGREGAR
8310A1C;REPARO DEL CLIP DE PARABRISAS - AGREGAR
8310A1A;REPARO DEL CLIP DE PARABRISAS - AGREGAR
8230B3;REPARAR UN LADO DEL PANEL DEL ESTRIBO LATERAL.
125030;REPARAR EL CABLE DEL INTERRUPTOR DE PRESIÓN DE LA DIRECCIÓN HIDRÁULICA .
8150B5A;REPARAR LA HOLGURA DEL CANAL VIERTEAGUAS OPUESTO EN EL PARANTE B
8440A1;REPARAR EL PANEL DE LA PUERTA DEL PASAJERO
8430A1;REPARAR PANEL DE LA PUERTA DEL CONDUCTOR
843303A;REPARAR EL SEGUNDO PANEL DE PUERTA.
843006A;REPARAR EL SEGUNDO APOYACABEZAS.
124104;PROCEDIMIENTO DE REPARO: MÓDULO DE MANDO DEL TREN DE FUERZA DEL ACCORD SULEV
512116;PROCEDIMIENTO DE REPARO E - REPOSICIONAR EL TUBO DE ENTRADA EM LA POTENCIA
8150B5;PROCEDIMIENTO DE REPARACIÓN D: REPARAR EL CANAL VIERTEAGUAS (LADO DEL CONDUCTOR O PASAJERO)
8571H2;PROCEDIMIENTO DE REPARACIÓN C: SUSTITUIR EL LADO DEL CONDUCTOR O PASAJERO
8140A8C;PROCEDIMIENTO DE REPARACIÓN C – RUIDO 2 (REPARACIÓN MÚLTIPLE).
8140B1;PROCEDIMIENTO DE REPARACIÓN C – RUIDO 2 (RUIDO PARANTE B/TECHO SOLAR)
8140A8B;PROCEDIMIENTO DE REPARACIÓN C – RUIDO 1 (REPARACIÓN MÚLTIPLE).
8140B0;PROCEDIMIENTO DE REPARACIÓN C – RUIDO 1 (RUIDO PARANTE B/TECHO SOLAR)
4310A0D;PROCEDIMIENTO DE REPARO C (PROBLEMAS AISLADOS EN NEUMÁTICOS SIN CAZADOR
8207A0;PROCEDIMIENTO DE REPARACIÓN B: VOLVER A SELLAR EL LADO DEL CONDUCTOR O PASAJERO
815060;PROCEDIMIENTO DE REPARACIÓN B.
4310A0C;PROCEDIMIENTO DE REPARO  B (MEDICIONES DE LA EXCENTRICIDAD DEL NEUMÁTICO/LLANTA), AGREGAR.
8140A8A;PROCEDIMIENTO DE REPARACIÓN (REPARACIÓN MÚLTIPLE).
8140A9;PROCEDIMIENTO DE REPARACIÓN B (RUIDO EN EL PARANTE B/TECHO SOLAR) REPARAR
8260B0;PROCEDIMIENTO DE REPARACIÓN A: REAJUSTAR EL CANAL VIERTEAGUAS (LADO DEL CONDUCTOR O PASAJERO)
8140A8;PROCEDIMIENTO DE REPARACIÓN A (RUIDO EN EL PARANTE B/TECHO SOLAR) REPARAR
109002;REPARAR EL PORTAOBJETOS EN EL LADO DERECHO DE LA POLEA DE AJUSTE DE LA SINCRONIZACIÓN DEL ENCENDIDO.
4170A3A;REPARAR EL LADO OPUESTO - AGREGAR
4171C8A;REPARAR EL LADO OPUESTO - AGREGAR
8150B1A;REPARAR UNA PUERTA ADICIONAL
109003;REPARAR EL AGUJERO DEL TORNILLO DEL SOPORTE DE MONTAJE LATERAL DEL MOTOR  
9140A1;REPARAR CON RESPECTO AL BASTIDOR DEL VIDRIO PARA CORROSIÓN DE LA SOLDADURA EN EL PANEL DE LA PUERTA   
9140A2;REPARAR CON RESPECTO A LA SUPERFICIE INFERIOR INTERNA DE LA PUERTA 
9170A2;REPARAR CON RESPECTO A CORROSIÓN EN EL FONDO DEL BORDE DE LA PUERTA TRASERA
7370C9;REPARAR Y REPOSICIONAR LA UNIÓN EN EL CABLEADO TRASERO.
8230B3A;REPARAR EL PANEL DEL ESTRIBO LATERAL ADICIONAL.
9109A1;REPINTAR EL PANEL SUPERIOR DE LA CARROCERÍA.
8321B0;QUITAR, SELLAR NUEVAMENTE Y REINSTALAR EK VIDRIO TRASERO Y AMBOS
8320A1;QUITAR Y REINSTALAR EL VIDRIO TRASERO. REPARAR EL PROCEMIENTO G.
8510A5;SACAR LOS RESORTES SUPERIORES DE LUMBAR, ARREGLAR Y REINSTALAR
8230A6;QUITAR EL SPOILER DEL PORTAEQUIPAJES Y APLICAR SEL SELLO DEL SPOILER DEL PORTAEQUIPAJES
9170A5;REMOVER EL SPOILER DEL BAÚL Y REPINTAR LA TAPA DEL BAÚL (COMO
9170A4;REMOVER EL SPOILER DEL BAÚL Y PULIR LA TAPA DEL BAÚL (COMO
7141B8;RETIRAR SELLADOR Y LUCES TRASERAS, SUSTITUYENDO.
8270A5;SACAR EL PANEL DE LA PUERTA DERECHO Y REPARAR EL CONDUCTO
8150B1;QUITAR EL ADHESIVO VIEJO Y REENCAJAR LA VIGA DE LA PUERTA EN EL
8260A9;SACAR EL PANEL DE LA PUERTA IZQUIERDA Y REPARAR EL CONDUCTO
8570A4;QUITAR LA CUBIERTA DE LA LUZ DE FRENO ELEVADA E INSTALAR LAS PRESILLAS
0291A1;QUITAR EL FORRO DEL COMPARTIMIENTO DE CARGA Y CAMBIARLO POR OTRO MEJORADO
7520A8;REMOVER EL AIRBAG Y REMOVER CUALQUIER SEÑAL DE CONTAMINACIÓN METÁLICA     S/
8410C3;SACAR LAS DOS ARANDELAS PLASTICAS DEL CONSOLE CENTRAL Y DESECHAR
9179A4;REMOVER LOS COMPONENTES DE LA TAPA TRASERA Y AUMENTAR LA PLACA DE MATRÍCULA
9178A2;REMOVER LOS COMPONENTES DE LA TAPA TRASERA Y AUMENTAR LA PLACA DE MATRÍCULA
1101AH;REMOVER LOS BALANCINES Y SUSTITUIR EL SOPORTE DE LEVAS POR NUEVAS PIEZAS
8120A7;REMOVER LA CINTA EXISTENTE, LIMPIAR Y APLICAR 3 M DE CINTA DE ESPUMA ACRÍLICA.
7525A5;REMOVER EL MÓDULO DEL AIRBAG (LADO DEL CONDUCTOR) E INSPECCIONAR EL NÚMERO SERIAL DEL DISPARADOR.
7525A6;REMOVER EL MÓDULO DEL AIRBAG (LADO DEL CONDUCTOR) E INSPECCIONAR EL NÚMERO SERIAL DEL DISPARADOR.
7440A7;REMOVER EL PANEL DE LA PUERTA. INSPECCIONAR Y PROBAR EL INT. PRINCIPAL DEL LEVANTAVIDRIOS ELÉCTRICO
8211E9;CAMBIAR CAPA DE MANZANILLA DE LA PUERTA TRASERA, UN LADO
8181C2;CAMBIAR CAPA DE MANZANILLA DE LA PUERTA DELANTERA, UN LADO
8310A5;REMOVER Y REINSTALAR AMBOS ACABADOS LATERALES DEL PARABRISAS.
746118;CONJUNTO DEL MANDO REMOTO (DERECHO) - SUSTITUIR.
744118;CONJUNTO DEL MANDO REMOTO (IZQUIERDO) - SUSTITUIR.
746108;LIBRAMIENTO DEL MOTOR - SUSTITUIR DERECHO.
744109;LIBRAMIENTO DEL MOTOR - SUSTITUIR IZQUIERDO.
2101A0;COFIA DE LA HORQUILLA DE LIBRAMIENTO - SUSTITUIR. PARA 07> CR-V, NO US SOLAMENTE
823160;CABLE DE LIBRAMIENTO DE LA TAPA DEL PORTAEQUIPAJES O DEL MALETERO - AJUSTAR.
823370;CABLE DE LIBRAMIENTO DE LA TAPA DEL PORTAEQUIPAJES O DEL MALETERO - AJUSTAR.
823375;CABLE DE LIBRAMIENTO DE LA TAPA DEL PORTAEQUIPAJES O DEL MALETERO - AJUSTAR.
7301J2;RELÉ, PRINCIPAL DEL LIMPIADOR
7301J1;RELÉ, LIMPIADOR ALTA/BAJA
7301H5;RELÉ, LAVADOR.
7401B9;RELÉ, MOTOR DEL LAVADOR - SUSTITUIR.
7301C4;RELÉ, VIRAJE Y ADVERTENCIA(A).
7301E9;RELÉ, ACTUADOR DEL BAÚL
7301D3;RELÉ, ILUMINACIÓN DEL REMOLQUE - SUSTITUIR.
7301F3;RELÉ, TECH
4131A6;RELÉ, TCS.
7301F8;RELÉ, VENTILADOR SECUNDARIO.
1201D7;RELÉ, CORTE(A) DEL MOTOR DE ARRANQUE - SUSTITUIR.
1201G2;RELÉ, CORTE DEL MOTOR DE ARRANQUE 2
1201H6;RELÉ, CORTE DEL MOTOR DE ARRANQUE 1
7301G2;RELÉ, CONTROL DEL MOTOR DE ARRANQUE
7301G4;RELÉ, DE ACCESORIOS INTELIGENTE
7121A5;RELÉ, LUZ PEQUEÑA.
7431G3;RELÉ, TRABA DEL CAMBIO - SUSTITUIR.
2191N0;RELÉ, SH-AWD - SUSTITUIR.
7301C6;RELÉ, BOCINA DE SEGURIDAD.
7301C2;RELÉ, SEGURIDAD DE PELIGRO.
7301F5;RELE VENTILACIÓN DEL ASIENTO
6101A0;RELÉ, CALEFACTOR DEL ASIENTO - SUSTITUIR.
7301G5;RELÉ, LIMPIADOR TRASERO
7411B9;RELÉ, MOTOR DEL LAVADOR TRASERO - SUSTITUIR.
6101F4;RELÉ, CALENTADOR DEL ASIENTO TRASERO (BAJA).
6101F3;RELÉ, CALENTADOR DEL ASIENTO TRASERO (ALTA).
7351A8;RELÉ, ACCESORIOS TRASEROS - SUSTITUIR.
6121A0;RELÉ, VENTILADOR DEL AIRE ACONDICIONADO TRASERO - SUSTITUIR.
7301G0;RELÉ, TIEMPO REAL AWD.
7481B0;RELÉ, DESTRABAMIENTO ELÉCTRICO DE LA PUERTA - SUSTITUIR.
7481A9;RELÉ, TRABA ELÉCTRICA DE LA PUERTA - SUSTITUIR.
7301F2;RELÉ, CORTE DEL CABLE POSITIVO DE LA BATERÍA.
7301F7;RELÉ, VENTILADOR PRINCIPAL.
7301B1;RELÉ, ILUMINACIÓN 2 - SUSTITUIR.
7301B0;RELÉ, ILUMINACIÓN 1 - SUSTITUIR.
7241A7;RELÉ, LUZ INTERNA.
7301G3;RELÉ, DE CORTE INTERNO.
7241A0;RELÉ, INTERIOR - SUSTITUIR.
7431G2;RELÉ, INHIBIDOR
7431G4;RELÉ, INHIBIDOR(A).
7301C3;RELÉ, INTERRUPTOR DEL ENCENDIDO.
7301C8;RELÉ, CORTE DEL ENCENDIDO - SUSTITUIR.
6121B7;RELÉ, VENTILADOR DEL CALENTADOR.
8201B9;RELÉ, ESPEJO CALENTADO.
7301D8;RELÉ, LAVADOR DEL FARO - SUSTITUIR.
7301H9;RELÉ, FARO - LUZ BAJA
7301J6;RELÉ, FARO - LUZ BAJA – DERECHA
7301J5;RELÉ, FARO - LUZ BAJA – IZQUIERDA.
7301E3;RELÉ, VIDRIO DEL MALETERO.
3101N9;RELÉ, BOMBA(A) DE COMBUSTIBLE.
1211U1;RELÉ, INYECTOR DE COMBUSTIBLE - SUSTITUIR.
1211L0;RELÉ, MÓDULO DE MANDO DEL MOTOR - SUSTITUIR.
7301B5;RELÉ, MOVIDO POR CABLE - SUSTITUIR.
0191B5;RELÉ, LUZ DE CONDUCCIÓN DE DÍA - SUSTITUIR.
7301E4;RELÉ, ACCESORIO CONSOLA.
7301E2;RELÉ, CARGA.
7301E6;RELÉ, ACCESORIO CENTRAL.
7301F4;RELÉ, LUZ DE FRENO
7301D7;RELÉ, LUZ DE FRENO - SUSTITUIR.
6121A3;RELÉ, MOTOR HI DEL VENTILADOR
7301D9;RELÉ, LUZ TRASERA.
7301E0;RELÉ, MANDO DE CRUCERO ADAPTIVO(ACC) - SUSTITUIR.
1211W1;RELÉ, CORTE DE ACCESORIOS - SUSTITUIR.
1211K9;RELÉ, ACCESORIOS - SUSTITUIR.
2151B5;RELÉ, MARCHA ATRÁS TRANSMISIÓN AUTOMÁTICA - SUSTITUIR.
6141B8;RELÉ, EMBRAGUE DEL COMPRESOR DE A/C.
730101;RELÉ, CUALQUIERA EN LA CAJA DE FUSIBLES - SUSTITUIR.
7301E1;UNIDAD DEL RELÉ - SUSTITUIR.
7301A0;CAJA DE FUSIBLES, DEBAJO DEL CAPÓ - SUSTITUIR.
